sigma_rate,exp_b,beta
-0.09015713,2.5853004,3.0356767
-0.0189807,2.2784967,2.8515127
0.037236396,2.2622564,2.996635
0.020643448,2.5260458,2.9787922
-0.0046677655,2.5992413,2.9426012
-0.015489177,2.425145,2.949388
0.057749808,2.2939699,2.8829043
0.043940946,2.568623,3.0121894
-0.037428368,2.6062922,2.932802
0.023855895,2.4349468,2.812199
0.072085105,2.5257347,3.0164816
0.032155346,2.525771,2.925476
0.055868674,2.5835173,2.8743954
0.016801368,2.5248308,2.992587
0.1036056,2.5577464,2.9946134
-0.041382175,2.6285872,3.0153031
0.06559209,2.2463365,2.8616486
-0.032881252,2.3876407,2.9474115
-0.0009203777,2.4074147,2.9649441
-0.069124915,2.5963466,3.0239217
0.091175854,2.0340233,2.8447456
0.0012117485,2.4998453,2.968644
0.0847566,2.4985893,2.8628385
